Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax_ low,VPmax_ low,IPmax_ NOCT,VPmax_ NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
Jinko Solar Co._ Ltd,JKM295M-60H,295 W Monocrystalline module_ white substrate_ 1000V max system Vdc,UL 1703,295,271.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.61,39.7,9.1,32.4,45,-0.404,0.06,-0.338,0.005,-0.403,1.88,31.739,7.482,31.18,,,,,,,2/15/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM295M-60HB,295 W Monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,295,271.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.61,39.7,9.1,32.4,45.3,-0.4,0.05,-0.324,0.009,-0.409,1.89,31.54,7.54,31,,,,,,,3/1/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM295M-60HB-V,295 W Monocrystalline module_ black substrate_ 1500V max system Vdc,UL 1703,295,270.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.61,39.7,9.1,32.4,45.3,-0.407,0.071,-0.343,0.015,-0.421,1.805478723,31.16192727,7.23256383,30.35290909,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM295M-60H-V,295 W Monocrystalline module_ white substrate_ 1500V max system Vdc,UL 1703,295,271,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.61,39.7,9.1,32.4,45.2,-0.406,0.062,-0.334,0.021,-0.424,1.795797872,31.54483636,7.262574468,30.4236,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM295M-60-J4,295 W Monocrystalline Module,UL 1703,295,271.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.54,60,1,N,9.61,39.7,9.1,32.4,44.9,-0.41,0.0867,-0.31,0.0298,-0.436,1.83,31.75,7.18,30.18,Rack,Flat Plate,0.954,1.614,1,0.196686842,,4/2/2018
Jinko Solar Co._ Ltd,JKM295M-60-V,,UL 1703,295,271.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,,9.61,39.7,9.1,32.4,45.1,-0.4,0.066,-0.312,-0.005,-0.396,2.05,32.28,7.48,29.99,,,,,,,8/1/2017,4/2/2018
Jinko Solar Co._ Ltd,JKM295M-72,295 W Monocrystalline Module,UL 1703,295,265.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.59,46,7.85,37.6,46.7,-0.4388,0.0731,-0.3574,0.0235,-0.3993,1.62,35.92,6.4,33.87,Rack,Flat Plate,0.992,1.956,1,0.197611733,,4/2/2018
Jinko Solar Co._ Ltd,JKM295M-72B,295 W Monocrystalline Module,UL 1703,295,266,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.55,45.3,8.02,36.8,45.9,-0.448,0.033,-0.323,0.012,-0.457,1.62,35.33,6.43,33.96,Rack,Flat Plate,0.992,1.956,1,0.194015593,,4/2/2018
Jinko Solar Co._ Ltd,JKM295P-72,295 W Polycrystalline Module,UL 1703,295,268.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.882,72,1,N,8.76,45.1,8.15,36.2,45.1,-0.4249,0.0635,-0.325,0.0161,-0.437,1.53,35.52,6.5,32.97,Rack,Flat Plate,0.97,1.94,1,0.184222373,,4/2/2018
Jinko Solar Co._ Ltd,JKM295P-72B,295 W Polycrystalline Module,UL 1703,295,266.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.76,45.1,8.15,36.2,46.1,-0.432,0.057,-0.339,0.003,-0.469,1.55,35.32,6.48,32.97,Rack,Flat Plate,0.992,1.956,1,0.185579661,,4/2/2018
Jinko Solar Co._ Ltd,JKM295PP-60H,295 W Polycrystalline module_ 1000V max system Vdc,UL 1703,295,271,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.59,120,,N,9.37,40.1,8.95,33.1,45.4,-0.403,0.061,-0.326,0.032,-0.431,1.87,31.934,7.503,30.917,,,,,,,2/15/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM295PP-60H-V,295 W Polycrystalline module_ 1500V max system Vdc,UL 1703,295,270.7,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.59,120,,N,9.37,40.1,8.95,33.1,45.4,-0.408,0.063,-0.341,0.002,-0.407,1.851893524,31.26669345,7.426240395,30.24216964,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM295PP-72,295 W Polycrystalline Module,UL 1703,295,266.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.76,45.1,8.15,36.2,45.5,-0.4452,0.0592,-0.3354,-0.0047,-0.4415,1.63,34.73,6.58,32.48,Rack,Flat Plate,0.992,1.956,1,0.191897966,,4/2/2018
Jinko Solar Co._ Ltd,JKM295PP-72(Plus),295 W Polycrystalline Module,UL 1703,295,266.6,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.76,45.1,8.15,36.2,46.1,-0.435,0.047,-0.33,0.011,-0.451,1.62,34.72,6.6,33.74,Rack,Flat Plate,0.992,1.956,1,0.190665763,,4/2/2018
Jinko Solar Co._ Ltd,JKM295PP-72B,295 W Monocrystalline Module,UL 1703,295,266,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.55,45.3,8.02,36.8,45.9,-0.448,0.033,-0.323,0.012,-0.457,1.62,35.33,6.43,33.96,Rack,Flat Plate,0.992,1.956,1,0.194015593,,4/2/2018
Jinko Solar Co._ Ltd,JKMS295M-60B-EP,295W Monocrystalline module，DC module' model number is JKM295M-60B，Model Number of microinverter is IQ6-60-ACM-US (240V),UL 1741,295,269.4,This component is specific to ACPV and is not available as an individual unit.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.54,60,,N,9.61,39.7,9.1,32.4,46.2,-0.417,0.069,-0.308,-0.009,-0.415,1.66,32.13,6.83,30.16,,,,,,,11/1/2017,4/2/2018
Jinko Solar Co._ Ltd,JKMS295M-60B-MX,295 W Monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,295,269.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,N,12,35,9.58,30.8,46.2,-0.417,0.069,-0.308,-0.009,-0.415,1.69,32.55,6.97,30.6,,,,,,,5/1/2018,
Jinko Solar Co._ Ltd,JKMS295M-60-EP,295W Monocrystalline module，DC module' model number is JKM295M-60，Model Number of microinverter is IQ6-60-ACM-US (240V),UL 1741,295,271.5,This component is specific to ACPV and is not available as an individual unit.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.54,60,,N,9.61,39.7,9.1,32.4,44.9,-0.409,0.065,-0.308,0.041,-0.429,1.88,31.3,7.51,29.14,,,,,,,11/1/2017,4/2/2018
Jinko Solar Co._ Ltd,JKMS295M-60-MX,295 W Monocrystalline module_ white substrate_ 1000V max system Vdc,UL 1703,295,271.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,N,12,35,9.58,30.8,44.9,-0.409,0.065,-0.308,0.041,-0.429,1.86,31.1,7.43,29,,,,,,,5/1/2018,
Jinko Solar Co._ Ltd,JKMS295M-72,295 W Monocrystalline Module with MX_ SE or TG smart junction box,UL 1703,295,266.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.55,45.3,8.02,36.8,45.6,-0.441,0.059,-0.342,0.007,-0.458,1.57,36.5,6.56,33.82,Rack,Flat Plate,0.992,1.956,1,0.194254237,,4/2/2018
Jinko Solar Co._ Ltd,JKMS295P-72,295 W Polycrystalline Module with MX_ SE or TG smart junction box,UL 1703,295,266.2,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.22,42.8,8.58,34.4,45.7,-0.45,0.042,-0.333,-0.009,-0.442,1.69,33.28,6.93,31.78,Rack,Flat Plate,0.992,1.956,1,0.190654915,,4/2/2018
Jinko Solar Co._ Ltd,JKMS295PP-72,295 W Polycrystalline Module with MX_ SE or TG smart junction box,UL 1703,295,266.2,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.22,42.8,8.58,34.4,45.7,-0.45,0.042,-0.333,-0.009,-0.442,1.69,33.28,6.93,31.78,Rack,Flat Plate,0.992,1.956,1,0.190654915,,4/2/2018
Jinko Solar Co._ Ltd,JKM300M-60,300 W Monocrystalline Module,UL 1703,300,276.2,,No Information Submitted,No Information Submitted,Monocrystalline,Multi-c-Si,1.54,60,1,N,9.72,40.1,9.21,32.6,44.9,-0.409,0.065,-0.308,0.041,-0.429,1.87,31.7,7.49,29.51,Rack,Flat Plate,0.954,1.614,1,0.198021442,,4/2/2018
Jinko Solar Co._ Ltd,JKM300M-60B,300 W_ 60 cell Monocrystalline module_ black substrate,UL 1703,300,275.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,N,9.72,40.1,9.21,32.6,45.8,-0.405,0.066,-0.308,0.009,-0.413,1.73,31.37,7.29,29.3,,,,,,,6/15/2018,
Jinko Solar Co._ Ltd,JKM300M-60BL,300 W_ 60 cell monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,300,276.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,,N,9.72,40.1,9.21,32.6,45.4,-0.383,0.058,-0.297,0.006,-0.388,1.8,31.47,7.41,29.7,,,,,,,10/1/2018,
Jinko Solar Co._ Ltd,JKM300M-60BL-Q,300 W_ 60 cell monocrystalline module_ black backsheet_ 1000V max system Vdc,UL 1703,300,277.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.98,40.1,9.21,32.6,45.4,-0.377,0.053,-0.277,,,1.82,31.98,7.25,30.4,,,,,,,1/21/2020,
Jinko Solar Co._ Ltd,JKM300M-60H,300 W Monocrystalline module_ white substrate_ 1000V max system Vdc,UL 1703,300,276.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.72,40.1,9.21,32.6,45,-0.404,0.06,-0.338,0.005,-0.403,1.88,31.739,7.482,31.18,,,,,,,2/15/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM300M-60HB,300 W Monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,300,276,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.72,40.1,9.21,32.6,45.3,-0.4,0.05,-0.324,0.009,-0.409,1.89,31.54,7.54,31,,,,,,,3/1/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM300M-60HBL-Q,300 W_ 120 half-cut cell monocrystalline module_ black backsheet_ 1000V max system Vdc,UL 1703,300,274.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,20,6,N,9.98,39.4,9.29,32.3,45.4,-0.424,0.049,-0.316,,,1.82,31.32,7.18,30.7,,,,,,,1/21/2020,7/21/2020
Jinko Solar Co._ Ltd,JKM300M-60HB-V,300 W Monocrystalline module_ black substrate_ 1500V max system Vdc,UL 1703,300,275.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.72,40.1,9.21,32.6,45.3,-0.407,0.071,-0.343,0.015,-0.421,1.827303191,31.35428485,7.319990426,30.54027273,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM300M-60H-V,300 W Monocrystalline module_ white substrate_ 1500V max system Vdc,UL 1703,300,275.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.72,40.1,9.21,32.6,45.2,-0.406,0.062,-0.334,0.021,-0.424,1.817505319,31.73955758,7.35036383,30.6114,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM300M-60L-Q,300 W_ 60 cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 1703,300,277.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.98,40.1,9.21,32.6,45.3,-0.376,0.046,-0.299,,,1.83,31.75,7.27,30.3,,,,,,,1/21/2020,
Jinko Solar Co._ Ltd,JKM300M-60-V,,UL 1703,300,276.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,,9.72,40.1,9.21,32.6,45.1,-0.4,0.066,-0.312,-0.005,-0.396,2.05,32.28,7.48,29.99,,,,,,,8/1/2017,4/2/2018
Jinko Solar Co._ Ltd,JKM300M-72,300 W Monocrystalline Module,UL 1703,300,270.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.67,46.4,7.9,38,46.7,-0.4388,0.0731,-0.3574,0.0235,-0.3993,1.63,36.3,6.44,34.23,Rack,Flat Plate,0.992,1.956,1,0.197636281,,4/2/2018
Jinko Solar Co._ Ltd,JKM300M-72B,300 W Monocrystalline Module,UL 1703,300,270.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.64,45.5,8.11,37,45.9,-0.448,0.033,-0.323,0.012,-0.457,1.64,35.52,6.5,34.15,Rack,Flat Plate,0.992,1.956,1,0.194176,,4/2/2018
Jinko Solar Co._ Ltd,JKM300P-72,300 W Polycrystalline Module,UL 1703,300,273.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.882,72,1,N,8.84,45.3,8.2,36.6,45.1,-0.4249,0.0635,-0.325,0.0161,-0.437,1.54,35.91,6.54,33.34,Rack,Flat Plate,0.97,1.94,1,0.184338,,4/2/2018
Jinko Solar Co._ Ltd,JKM300P-72B,300 W Polycrystalline Module,UL 1703,300,271.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.84,45.3,8.2,36.6,46.1,-0.432,0.057,-0.339,0.003,-0.469,1.56,35.71,6.52,33.34,Rack,Flat Plate,0.992,1.956,1,0.185692,,4/2/2018
Jinko Solar Co._ Ltd,JKM300PP-60H,300 W Polycrystalline module_ 1000V max system Vdc,UL 1703,300,275.7,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.59,120,,N,9.43,40.3,9.03,33.4,45.4,-0.403,0.061,-0.326,0.032,-0.431,1.87,31.934,7.503,30.917,,,,,,,2/15/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM300PP-60H-V,300 W Polycrystalline module_ 1500V max system Vdc,UL 1703,300,275.4,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.59,120,,N,9.43,40.3,9.03,33.4,45.4,-0.408,0.063,-0.341,0.002,-0.407,1.868446762,31.55007738,7.492620198,30.51626786,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM300PP-72,300 W Polycrystalline Module,UL 1703,300,271.4,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.84,45.3,8.2,36.6,45.5,-0.4452,0.0592,-0.3354,-0.0047,-0.4415,1.64,35.11,6.62,32.84,Rack,Flat Plate,0.992,1.956,1,0.191934667,,4/2/2018
Jinko Solar Co._ Ltd,JKM300PP-72(Plus),300 W Polycrystalline Module,UL 1703,300,271.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.84,45.3,8.2,36.6,46.1,-0.435,0.047,-0.33,0.011,-0.451,1.63,35.11,6.64,34.11,Rack,Flat Plate,0.992,1.956,1,0.190764333,,4/2/2018
Jinko Solar Co._ Ltd,JKM300PP-72B,300 W Polycrystalline Module,UL 1703,300,271.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.84,45.3,8.2,36.6,46.1,-0.432,0.057,-0.339,0.003,-0.469,1.56,35.71,6.52,33.34,Rack,Flat Plate,0.992,1.956,1,0.185692,,4/2/2018
Jinko Solar Co._ Ltd,JKMS300M-60BL-EP,300W_ Monocrystalline ACPV_ black substrate_ 1000V max system Vdc. DC Module: JKM300M-60BL. Microinverter: IQ7-60-ACM-US.,UL 1741,300,276.9,This component is specific to ACPV and is not available individually.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.72,40.1,9.21,32.6,45.4,-0.383,0.058,-0.297,,,1.8,31.47,7.41,29.7,,,,,,,7/15/2019,
Jinko Solar Co._ Ltd,JKMS300M-60BL-EP-Q,300 W_ Monocrystalline ACPV_ black substrate_ 1000V max system Vdc. DC Module: JKM300M-60BL-Q. Microinverter: IQ7-60-x-ACM-US.,UL 1741,300,277.2,This component is specific to ACPV and is not available as an individual unit.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.98,40.1,9.21,32.6,45.4,-0.377,0.053,-0.277,,,1.82,31.98,7.25,30.4,,,,,,,2/11/2020,
Jinko Solar Co._ Ltd,JKMS300M-60BL-MX3,300 W_ 60 cell monocrystalline module with DC optimizer junction box_ black backsheet_ 1000V max system Vdc,UL 1741,300,276.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.72,40.1,9.21,32.6,45.4,-0.383,0.058,-0.297,,,1.8,31.47,7.41,29.7,,,,,,,9/16/2019,
Jinko Solar Co._ Ltd,JKMS300M-60BL-TI,300 W_ 60 cell monocrystalline module with rapid shutdown device_ black substrate_ 1000V max system Vdc,UL 1741,300,276.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,9.72,40.1,9.21,32.6,45.4,-0.383,0.058,-0.297,,,1.8,31.47,7.41,29.7,,,,,,,9/3/2019,
Jinko Solar Co._ Ltd,JKMS300M-60B-MX,300 W Monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,300,273.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,N,12,35,9.69,31,46.2,-0.417,0.069,-0.308,-0.009,-0.415,1.71,32.77,7.05,30.8,,,,,,,5/1/2018,
Jinko Solar Co._ Ltd,JKMS300M-60-EP,300W Monocrystalline module，DC module' model number is JKM300M-60，Model Number of microinverter is IQ6-60-ACM-US (240V),UL 1741,300,276.2,This component is specific to ACPV and is not available as an individual unit.,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.54,60,,N,9.72,40.1,9.21,32.6,44.9,-0.409,0.065,-0.308,0.041,-0.429,1.88,31.3,7.51,29.14,,,,,,,11/1/2017,4/2/2018
Jinko Solar Co._ Ltd,JKMS300M-60-MX,300 W Monocrystalline module_ white substrate_ 1000V max system Vdc,UL 1703,300,276,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,N,12,35,9.69,31,44.9,-0.409,0.065,-0.308,0.041,-0.429,1.88,31.3,7.51,29.1,,,,,,,5/1/2018,
Jinko Solar Co._ Ltd,JKMS300M-72,300 W Monocrystalline Module with MX_ SE or TG smart junction box,UL 1703,300,271.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.64,45.5,8.11,37,45.6,-0.441,0.059,-0.342,0.007,-0.458,1.59,36.7,6.63,34.01,Rack,Flat Plate,0.992,1.956,1,0.19451,,4/2/2018
Jinko Solar Co._ Ltd,JKMS300P-72,300 W Polycrystalline Module with MX_ SE or TG smart junction box,UL 1703,300,270.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.31,43,8.63,34.8,45.7,-0.45,0.042,-0.333,-0.009,-0.442,1.7,33.66,6.97,32.14,Rack,Flat Plate,0.992,1.956,1,0.19074,,4/2/2018
Jinko Solar Co._ Ltd,JKMS300PP-72,300 W Polycrystalline Module with MX_ SE or TG smart junction box,UL 1703,300,270.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,9.31,43,8.63,34.8,45.7,-0.45,0.042,-0.333,-0.009,-0.442,1.7,33.66,6.97,32.14,Rack,Flat Plate,0.992,1.956,1,0.19074,,4/2/2018
Jinko Solar Co._ Ltd,JKM305M-60,305 W Monocrystalline Module,UL 1703,305,281,,No Information Submitted,No Information Submitted,Monocrystalline,Multi-c-Si,1.54,60,1,N,9.83,40.3,9.3,32.8,44.9,-0.409,0.065,-0.308,0.041,-0.429,1.89,31.89,7.56,29.69,Rack,Flat Plate,0.954,1.614,1,0.197885146,,4/2/2018
Jinko Solar Co._ Ltd,JKM305M-60B,305 W_ 60 cell Monocrystalline module_ black substrate,UL 1703,305,279.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,N,9.83,40.3,9.3,32.8,45.8,-0.405,0.066,-0.308,0.009,-0.413,1.75,31.56,7.36,29.5,,,,,,,6/15/2018,
Jinko Solar Co._ Ltd,JKM305M-60BL,305 W_ 60 cell monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,305,281.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,,N,9.83,40.3,9.3,32.8,45.4,-0.383,0.058,-0.297,0.006,-0.388,1.82,31.67,7.48,29.8,,,,,,,10/1/2018,
Jinko Solar Co._ Ltd,JKM305M-60BL-Q,305 W_ 60 cell monocrystalline module_ black backsheet_ 1000V max system Vdc,UL 1703,305,282,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,10.07,40.3,9.3,32.8,45.4,-0.377,0.053,-0.277,,,1.84,32.18,7.32,30.5,,,,,,,1/21/2020,
Jinko Solar Co._ Ltd,JKM305M-60H,305 W Monocrystalline module_ white substrate_ 1000V max system Vdc,UL 1703,305,280.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.83,40.3,9.3,32.8,45,-0.404,0.06,-0.338,0.005,-0.403,1.88,31.739,7.482,31.18,,,,,,,2/15/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM305M-60HB,305 W Monocrystalline module_ black substrate_ 1000V max system Vdc,UL 1703,305,280.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.83,40.3,9.3,32.8,45.3,-0.4,0.05,-0.324,0.009,-0.409,1.89,31.54,7.54,31,,,,,,,3/1/2018,4/2/2018
Jinko Solar Co._ Ltd,JKM305M-60HBL-Q,305 W_ 120 half-cut cell monocrystalline module_ black backsheet_ 1000V max system Vdc,UL 1703,305,279,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,20,6,N,10.07,39.6,9.38,32.5,45.4,-0.424,0.049,-0.316,,,1.83,31.54,7.25,30.9,,,,,,,1/21/2020,7/21/2020
Jinko Solar Co._ Ltd,JKM305M-60HB-V,305 W Monocrystalline module_ black substrate_ 1500V max system Vdc,UL 1703,305,280.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.83,40.3,9.3,32.8,45.3,-0.407,0.071,-0.343,0.015,-0.421,1.845159574,31.54664242,7.391521277,30.72763636,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM305M-60HL-Q,305 W_ 120 half-cut cell monocrystalline module_ white backsheet_ 1000Vdc system rating,UL 1703,305,281.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.63,20,6,N,10.07,39.6,9.38,32.5,45.1,-0.387,0.071,-0.322,,,1.83,31.82,7.37,30.2,,,,,,,1/21/2020,7/21/2020
Jinko Solar Co._ Ltd,JKM305M-60H-V,305 W Monocrystalline module_ white substrate_ 1500V max system Vdc,UL 1703,305,280.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,120,,N,9.83,40.3,9.3,32.8,45.2,-0.406,0.062,-0.334,0.021,-0.424,1.835265957,31.93427879,7.422191489,30.7992,,,,,,,4/2/2018,
Jinko Solar Co._ Ltd,JKM305M-60L,305 W_ 60 cell monocrystalline module_ white substrate_ 1000V max system Vdc,UL 1703,305,280.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,,N,9.83,40.3,9.3,32.8,45.3,-0.408,0.062,-0.314,0.041,-0.444,1.81,32.02,7.61,29.9,,,,,,,10/1/2018,
Jinko Solar Co._ Ltd,JKM305M-60L-Q,305 W_ 60 cell monocrystalline module_ white backsheet_ 1000V max system Vdc,UL 1703,305,282.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.59,60,1,N,10.07,40.3,9.3,32.8,45.3,-0.376,0.046,-0.299,,,1.85,31.94,7.34,30.5,,,,,,,1/21/2020,
Jinko Solar Co._ Ltd,JKM305M-60-V,,UL 1703,305,281,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.58,60,,,9.83,40.3,9.3,32.8,45.1,-0.4,0.066,-0.312,-0.005,-0.396,2.05,32.28,7.48,29.99,,,,,,,8/1/2017,4/2/2018
Jinko Solar Co._ Ltd,JKM305M-72,305 W Monocrystalline Module,UL 1703,305,275.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.923,72,1,N,8.72,46.8,7.99,38.2,46.5,-0.432,0.0748,-0.4095,0.0083,-0.439,1.57,38,6.43,34.24,Rack,Flat Plate,0.986,1.95,1,0.19567241,,4/2/2018
Jinko Solar Co._ Ltd,JKM305M-72B,305 W Monocrystalline Module,UL 1703,305,275.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.94,72,1,N,8.72,45.7,8.2,37.2,45.9,-0.448,0.033,-0.323,0.012,-0.457,1.65,35.72,6.58,34.33,Rack,Flat Plate,0.992,1.956,1,0.193239344,,4/2/2018
Jinko Solar Co._ Ltd,JKM305P-72,305 W Polycrystalline Module,UL 1703,305,279.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.91,45.6,8.3,36.8,45.1,-0.41,0.0623,-0.306,0.0052,-0.414,1.69,43.83,6.86,41.22,Rack,Flat Plate,0.954,1.924,1,0.243262276,,4/2/2018
Jinko Solar Co._ Ltd,JKM305P-72B,305 W Polycrystalline Module,UL 1703,305,276.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.94,72,1,N,8.91,45.6,8.3,36.8,46.1,-0.432,0.057,-0.339,0.003,-0.469,1.58,35.9,6.6,33.52,Rack,Flat Plate,0.992,1.956,1,0.18597377,,4/2/2018
Jinko Solar Co._ Ltd,JKM305P-72-J4,305 W Polycrystalline Module,UL 1703,305,279.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.91,45.6,8.3,36.8,45.1,-0.41,0.0623,-0.306,0.0052,-0.414,1.69,43.83,6.86,41.22,Rack,Flat Plate,0.954,1.924,1,0.243262276,,4/2/2018
Jinko Solar Co._ Ltd,JKM305P-72-V,305 W Polycrystalline Module,UL 1703,305,278.8,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.835,72,1,N,8.91,45.6,8.3,36.8,45.3,-0.413,0.0609,-0.316,0.0137,-0.425,1.72,43.31,6.95,40.61,Rack,Flat Plate,0.954,1.924,1,0.243671905,,4/2/2018
